Number of Vehicles in Lane 1,Number of Vehicles in Lane 2,Number of Vehicles in Lane 3,Number of Vehicles in Lane 4,Lane 1 Traffic Flow,Lane 2 Traffic Flow,Lane 3 Traffic Flow,Lane 4 Traffic Flow,Lane 1 On Time,Lane 2 On Time,Lane 3 On Time,Lane 4 On Time,Lane 1 Saturation Flow,Lane 2 Saturation Flow,Lane 3 Saturation Flow,Lane 4 Saturation Flow,Lane 1 Flow Ratio,Lane 2 Flow Ratio,Lane 3 Flow Ratio,Lane 4 Flow Ratio,Total Flow Ratio,Optimum Cycle Time,Width of Lane 1,Width of Lane 2,Width of Lane 3,Width of Lane 4,Intergreen Period,Amber Period,Number of Phases,Initial Delay,Minimum On Time,Maximum Cycle Time,Total Time Lost
25,24,0,26,42.5,33.0,0.0,29.41,22.0,17.0,10.0,15.0,180.0,180.0,180.0,180.0,0.2361111111111111,0.18333333333333332,0.0,0.1633888888888889,0.5828333333333333,80.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
9,17,14,1,10.75,26.5,22.25,1.0,10.0,13.0,13.0,10.0,180.0,180.0,180.0,180.0,0.059722222222222225,0.14722222222222223,0.12361111111111112,0.005555555555555556,0.33611111111111114,60.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
9,27,24,4,12.5,34.25,38.0,4.0,10.0,18.0,20.0,10.0,180.0,180.0,180.0,180.0,0.06944444444444445,0.19027777777777777,0.2111111111111111,0.022222222222222223,0.4930555555555555,75.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
38,24,30,9,66.75,26.5,43.75,12.5,46.0,18.0,30.0,10.0,180.0,180.0,180.0,180.0,0.37083333333333335,0.14722222222222223,0.24305555555555555,0.06944444444444445,0.8305555555555556,120.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
31,25,1,37,44.5,36.0,0.33,53.25,31.0,25.0,10.0,37.0,180.0,180.0,180.0,180.0,0.24722222222222223,0.2,0.0018333333333333335,0.29583333333333334,0.7448888888888889,120.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
42,4,42,26,65.0,5.5,56.5,41.5,37.0,10.0,33.0,24.0,180.0,180.0,180.0,180.0,0.3611111111111111,0.030555555555555555,0.3138888888888889,0.23055555555555557,0.9361111111111111,120.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
4,24,25,7,5.5,33.0,42.5,11.0,10.0,17.0,22.0,10.0,180.0,180.0,180.0,180.0,0.030555555555555555,0.18333333333333332,0.2361111111111111,0.06111111111111111,0.5111111111111111,75.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
14,27,14,18,16.25,34.25,22.25,21.25,10.0,19.0,12.0,12.0,180.0,180.0,180.0,180.0,0.09027777777777778,0.19027777777777777,0.12361111111111112,0.11805555555555555,0.5222222222222223,70.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
18,42,1,12,21.25,56.5,1.0,25.25,11.0,30.0,10.0,13.0,180.0,180.0,180.0,180.0,0.11805555555555555,0.3138888888888889,0.005555555555555556,0.14027777777777778,0.5777777777777777,80.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
18,24,12,14,21.25,33.0,25.25,16.25,11.0,18.0,13.0,10.0,180.0,180.0,180.0,180.0,0.11805555555555555,0.18333333333333332,0.14027777777777778,0.09027777777777778,0.5319444444444444,70.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
38,19,0,1,51.25,26.75,0.0,0.33,26.0,13.0,10.0,10.0,180.0,180.0,180.0,180.0,0.2847222222222222,0.1486111111111111,0.0,0.0018333333333333335,0.4351666666666667,75.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
9,25,0,42,12.5,37.25,0.0,56.5,10.0,21.0,10.0,32.0,180.0,180.0,180.0,180.0,0.06944444444444445,0.20694444444444443,0.0,0.3138888888888889,0.5902777777777778,90.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
17,16,4,42,30.5,20.5,4.0,56.5,18.0,12.0,10.0,33.0,180.0,180.0,180.0,180.0,0.16944444444444445,0.11388888888888889,0.022222222222222223,0.3138888888888889,0.6194444444444445,90.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
16,0,3,26,17.0,0.0,3.0,29.41,10.0,10.0,10.0,14.0,180.0,180.0,180.0,180.0,0.09444444444444444,0.0,0.016666666666666666,0.1633888888888889,0.27449999999999997,60.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
0,12,25,38,0.0,25.25,42.5,51.25,10.0,16.0,26.0,32.0,180.0,180.0,180.0,180.0,0.0,0.14027777777777778,0.2361111111111111,0.2847222222222222,0.6611111111111111,100.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
14,38,19,3,22.25,66.75,26.75,3.0,14.0,43.0,17.0,10.0,180.0,180.0,180.0,180.0,0.12361111111111112,0.37083333333333335,0.1486111111111111,0.016666666666666666,0.6597222222222223,100.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
7,21,16,24,11.0,28.0,24.75,32.25,10.0,15.0,14.0,17.0,180.0,180.0,180.0,180.0,0.06111111111111111,0.15555555555555556,0.1375,0.17916666666666667,0.5333333333333333,70.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
14,3,4,0,22.25,3.0,5.5,0.0,14.0,10.0,10.0,10.0,180.0,180.0,180.0,180.0,0.12361111111111112,0.016666666666666666,0.030555555555555555,0.0,0.17083333333333334,60.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
12,18,19,30,25.25,28.75,26.75,43.75,16.0,18.0,17.0,28.0,180.0,180.0,180.0,180.0,0.14027777777777778,0.1597222222222222,0.1486111111111111,0.24305555555555555,0.6916666666666667,95.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
0,25,31,42,0.0,42.5,44.5,65.0,10.0,26.0,28.0,40.0,180.0,180.0,180.0,180.0,0.0,0.2361111111111111,0.24722222222222223,0.3611111111111111,0.8444444444444444,120.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
0,9,29,1,0.0,12.5,41.25,0.33,10.0,10.0,25.0,10.0,180.0,180.0,180.0,180.0,0.0,0.06944444444444445,0.22916666666666666,0.0018333333333333335,0.30044444444444446,70.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
31,27,16,12,44.5,42.33,23.0,25.25,34.0,33.0,18.0,19.0,180.0,180.0,180.0,180.0,0.24722222222222223,0.23516666666666666,0.12777777777777777,0.14027777777777778,0.7504444444444445,120.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
25,31,42,12,37.25,44.5,65.0,25.25,23.0,27.0,39.0,15.0,180.0,180.0,180.0,180.0,0.20694444444444443,0.24722222222222223,0.3611111111111111,0.14027777777777778,0.9555555555555555,120.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
30,1,5,9,43.75,0.33,10.5,10.75,23.0,10.0,10.0,10.0,180.0,180.0,180.0,180.0,0.24305555555555555,0.0018333333333333335,0.058333333333333334,0.059722222222222225,0.36294444444444446,65.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
34,12,38,37,45.75,25.25,51.25,50.33,28.0,15.0,31.0,30.0,180.0,180.0,180.0,180.0,0.25416666666666665,0.14027777777777778,0.2847222222222222,0.2796111111111111,0.9587777777777777,120.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
1,38,37,10,1.0,66.75,50.33,14.25,10.0,48.0,36.0,11.0,180.0,180.0,180.0,180.0,0.005555555555555556,0.37083333333333335,0.2796111111111111,0.07916666666666666,0.7351666666666665,120.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
19,37,27,32,26.75,50.33,31.83,38.65,19.0,35.0,22.0,27.0,180.0,180.0,180.0,180.0,0.1486111111111111,0.2796111111111111,0.17683333333333331,0.2147222222222222,0.8197777777777777,120.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
7,32,38,12,11.0,38.65,66.75,25.25,10.0,28.0,48.0,18.0,180.0,180.0,180.0,180.0,0.06111111111111111,0.2147222222222222,0.37083333333333335,0.14027777777777778,0.7869444444444444,120.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
14,24,0,19,22.25,32.25,0.0,26.75,11.0,15.0,10.0,13.0,180.0,180.0,180.0,180.0,0.12361111111111112,0.17916666666666667,0.0,0.1486111111111111,0.45138888888888895,65.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
38,42,31,38,51.25,65.0,44.5,66.75,23.0,30.0,20.0,31.0,180.0,180.0,180.0,180.0,0.2847222222222222,0.3611111111111111,0.24722222222222223,0.37083333333333335,1.2638888888888888,120.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
16,0,17,4,24.75,0.0,26.5,5.5,13.0,10.0,15.0,10.0,180.0,180.0,180.0,180.0,0.1375,0.0,0.14722222222222223,0.030555555555555555,0.31527777777777777,65.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
14,12,34,3,22.25,14.25,45.75,3.0,11.0,10.0,26.0,10.0,180.0,180.0,180.0,180.0,0.12361111111111112,0.07916666666666666,0.25416666666666665,0.016666666666666666,0.4736111111111111,75.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
25,12,31,30,36.0,14.25,44.5,33.5,25.0,10.0,31.0,23.0,180.0,180.0,180.0,180.0,0.2,0.07916666666666666,0.24722222222222223,0.18611111111111112,0.7125,105.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
10,4,18,25,14.25,4.0,21.25,37.25,10.0,10.0,14.0,21.0,180.0,180.0,180.0,180.0,0.07916666666666666,0.022222222222222223,0.11805555555555555,0.20694444444444443,0.4263888888888889,70.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
16,17,0,27,24.75,30.5,0.0,31.83,13.0,15.0,10.0,16.0,180.0,180.0,180.0,180.0,0.1375,0.16944444444444445,0.0,0.17683333333333331,0.48377777777777775,70.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
0,38,5,3,0.0,51.25,10.5,2.0,10.0,25.0,10.0,10.0,180.0,180.0,180.0,180.0,0.0,0.2847222222222222,0.058333333333333334,0.011111111111111112,0.3541666666666667,70.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
42,0,16,25,56.5,0.0,20.5,36.0,32.0,10.0,13.0,20.0,180.0,180.0,180.0,180.0,0.3138888888888889,0.0,0.11388888888888889,0.2,0.6277777777777778,90.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
26,42,18,16,41.5,65.0,21.25,20.5,29.0,46.0,15.0,14.0,180.0,180.0,180.0,180.0,0.23055555555555557,0.3611111111111111,0.11805555555555555,0.11388888888888889,0.8236111111111112,120.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
30,16,24,27,43.75,23.0,29.0,42.33,33.0,17.0,22.0,32.0,180.0,180.0,180.0,180.0,0.24305555555555555,0.12777777777777777,0.16111111111111112,0.23516666666666666,0.7671111111111111,120.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
37,26,26,9,50.33,41.5,41.5,12.5,36.0,29.0,29.0,10.0,180.0,180.0,180.0,180.0,0.2796111111111111,0.23055555555555557,0.23055555555555557,0.06944444444444445,0.8101666666666667,120.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
24,34,4,5,33.0,45.75,4.0,10.5,18.0,26.0,10.0,10.0,180.0,180.0,180.0,180.0,0.18333333333333332,0.25416666666666665,0.022222222222222223,0.058333333333333334,0.5180555555555555,80.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
33,25,0,18,46.5,36.0,0.0,28.75,27.0,21.0,10.0,17.0,180.0,180.0,180.0,180.0,0.25833333333333336,0.2,0.0,0.1597222222222222,0.6180555555555556,90.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
3,12,14,25,3.0,14.25,22.25,42.5,10.0,10.0,14.0,22.0,180.0,180.0,180.0,180.0,0.016666666666666666,0.07916666666666666,0.12361111111111112,0.2361111111111111,0.45555555555555555,70.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
1,4,0,3,1.0,5.5,0.0,3.0,10.0,12.0,10.0,12.0,180.0,180.0,180.0,180.0,0.005555555555555556,0.030555555555555555,0.0,0.016666666666666666,0.05277777777777777,55.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
22,26,31,4,32.58,41.5,44.5,4.0,22.0,28.0,30.0,10.0,180.0,180.0,180.0,180.0,0.181,0.23055555555555557,0.24722222222222223,0.022222222222222223,0.681,105.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
14,22,3,7,22.25,32.58,2.0,11.0,11.0,18.0,10.0,10.0,180.0,180.0,180.0,180.0,0.12361111111111112,0.181,0.011111111111111112,0.06111111111111111,0.37683333333333335,65.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
9,37,12,2,12.5,53.25,19.5,2.75,10.0,28.0,11.0,10.0,180.0,180.0,180.0,180.0,0.06944444444444445,0.29583333333333334,0.10833333333333334,0.015277777777777777,0.48888888888888893,75.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
16,4,3,17,23.0,4.0,3.0,26.5,12.0,10.0,10.0,15.0,180.0,180.0,180.0,180.0,0.12777777777777777,0.022222222222222223,0.016666666666666666,0.14722222222222223,0.3138888888888889,65.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
1,29,0,16,1.0,41.25,0.0,23.0,10.0,22.0,10.0,12.0,180.0,180.0,180.0,180.0,0.005555555555555556,0.22916666666666666,0.0,0.12777777777777777,0.3625,70.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
14,26,24,14,22.25,41.5,32.25,16.25,13.0,25.0,20.0,10.0,180.0,180.0,180.0,180.0,0.12361111111111112,0.23055555555555557,0.17916666666666667,0.09027777777777778,0.6236111111111111,85.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
25,2,3,27,42.5,2.75,3.0,34.25,22.0,10.0,10.0,17.0,180.0,180.0,180.0,180.0,0.2361111111111111,0.015277777777777777,0.016666666666666666,0.19027777777777777,0.4583333333333333,75.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
17,24,16,12,26.5,32.25,17.0,19.5,14.0,18.0,10.0,10.0,180.0,180.0,180.0,180.0,0.14722222222222223,0.17916666666666667,0.09444444444444444,0.10833333333333334,0.5291666666666667,70.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
0,25,19,9,0.0,42.5,26.75,12.5,10.0,21.0,13.0,10.0,180.0,180.0,180.0,180.0,0.0,0.2361111111111111,0.1486111111111111,0.06944444444444445,0.4541666666666666,70.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
24,1,17,9,38.0,1.0,26.5,12.5,21.0,10.0,15.0,10.0,180.0,180.0,180.0,180.0,0.2111111111111111,0.005555555555555556,0.14722222222222223,0.06944444444444445,0.43333333333333335,70.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
24,42,22,5,26.5,56.5,32.58,10.5,18.0,39.0,22.0,10.0,180.0,180.0,180.0,180.0,0.14722222222222223,0.3138888888888889,0.181,0.058333333333333334,0.7004444444444444,105.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
32,16,42,26,38.65,24.75,56.5,41.5,25.0,16.0,36.0,27.0,180.0,180.0,180.0,180.0,0.2147222222222222,0.1375,0.3138888888888889,0.23055555555555557,0.8966666666666667,120.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
18,16,12,42,28.75,20.5,19.5,56.5,19.0,14.0,13.0,38.0,180.0,180.0,180.0,180.0,0.1597222222222222,0.11388888888888889,0.10833333333333334,0.3138888888888889,0.6958333333333333,100.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
24,9,4,26,33.0,12.5,4.0,29.41,18.0,10.0,10.0,16.0,180.0,180.0,180.0,180.0,0.18333333333333332,0.06944444444444445,0.022222222222222223,0.1633888888888889,0.43838888888888883,70.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
14,25,24,9,16.25,36.0,32.25,12.5,10.0,18.0,16.0,10.0,180.0,180.0,180.0,180.0,0.09027777777777778,0.2,0.17916666666666667,0.06944444444444445,0.5388888888888889,70.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
38,1,7,25,66.75,0.33,11.0,37.25,42.0,10.0,10.0,23.0,180.0,180.0,180.0,180.0,0.37083333333333335,0.0018333333333333335,0.06111111111111111,0.20694444444444443,0.6407222222222222,100.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
4,38,1,37,5.5,51.25,1.0,50.33,10.0,30.0,10.0,29.0,180.0,180.0,180.0,180.0,0.030555555555555555,0.2847222222222222,0.005555555555555556,0.2796111111111111,0.6004444444444443,95.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
32,5,21,2,38.65,10.5,28.0,2.75,20.0,10.0,14.0,10.0,180.0,180.0,180.0,180.0,0.2147222222222222,0.058333333333333334,0.15555555555555556,0.015277777777777777,0.4438888888888889,70.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
0,30,16,27,0.0,43.75,23.0,42.33,10.0,24.0,12.0,23.0,180.0,180.0,180.0,180.0,0.0,0.24305555555555555,0.12777777777777777,0.23516666666666666,0.606,85.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
26,24,25,12,41.5,33.0,36.0,25.25,32.0,25.0,28.0,19.0,180.0,180.0,180.0,180.0,0.23055555555555557,0.18333333333333332,0.2,0.14027777777777778,0.7541666666666667,120.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
24,14,24,4,33.0,22.25,29.0,4.0,17.0,11.0,14.0,10.0,180.0,180.0,180.0,180.0,0.18333333333333332,0.12361111111111112,0.16111111111111112,0.022222222222222223,0.49027777777777776,70.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
1,14,24,19,1.0,22.25,29.0,26.75,10.0,14.0,14.0,13.0,180.0,180.0,180.0,180.0,0.005555555555555556,0.12361111111111112,0.16111111111111112,0.1486111111111111,0.4388888888888889,65.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
1,7,38,26,0.33,11.0,66.75,41.5,10.0,10.0,43.0,27.0,180.0,180.0,180.0,180.0,0.0018333333333333335,0.06111111111111111,0.37083333333333335,0.23055555555555557,0.6643333333333334,105.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
26,1,19,34,41.5,0.33,26.75,45.75,23.0,10.0,15.0,26.0,180.0,180.0,180.0,180.0,0.23055555555555557,0.0018333333333333335,0.1486111111111111,0.25416666666666665,0.6351666666666667,90.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
26,30,4,32,41.5,33.5,4.0,38.65,25.0,20.0,10.0,23.0,180.0,180.0,180.0,180.0,0.23055555555555557,0.18611111111111112,0.022222222222222223,0.2147222222222222,0.6536111111111111,95.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
38,24,14,29,66.75,32.25,22.25,41.25,43.0,21.0,14.0,26.0,180.0,180.0,180.0,180.0,0.37083333333333335,0.17916666666666667,0.12361111111111112,0.22916666666666666,0.9027777777777778,120.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
16,4,0,0,24.75,4.0,0.0,0.0,19.0,10.0,10.0,10.0,180.0,180.0,180.0,180.0,0.1375,0.022222222222222223,0.0,0.0,0.15972222222222224,65.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
0,3,5,42,0.0,2.0,10.5,56.5,10.0,10.0,10.0,31.0,180.0,180.0,180.0,180.0,0.0,0.011111111111111112,0.058333333333333334,0.3138888888888889,0.3833333333333333,75.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
24,24,27,22,33.0,32.25,42.33,32.58,24.0,24.0,31.0,24.0,180.0,180.0,180.0,180.0,0.18333333333333332,0.17916666666666667,0.23516666666666666,0.181,0.7786666666666666,120.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
24,25,18,7,32.25,36.0,28.75,11.0,18.0,20.0,16.0,10.0,180.0,180.0,180.0,180.0,0.17916666666666667,0.2,0.1597222222222222,0.06111111111111111,0.6,80.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
42,17,24,21,56.5,30.5,33.0,28.0,40.0,21.0,23.0,20.0,180.0,180.0,180.0,180.0,0.3138888888888889,0.16944444444444445,0.18333333333333332,0.15555555555555556,0.8222222222222222,120.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
22,9,26,17,32.58,10.75,41.5,26.5,19.0,10.0,24.0,15.0,180.0,180.0,180.0,180.0,0.181,0.059722222222222225,0.23055555555555557,0.14722222222222223,0.6185,85.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
5,10,29,12,10.5,14.25,41.25,14.25,10.0,10.0,21.0,10.0,180.0,180.0,180.0,180.0,0.058333333333333334,0.07916666666666666,0.22916666666666666,0.07916666666666666,0.44583333333333336,65.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
0,7,31,24,0.0,11.0,44.5,33.0,10.0,10.0,23.0,17.0,180.0,180.0,180.0,180.0,0.0,0.06111111111111111,0.24722222222222223,0.18333333333333332,0.4916666666666667,75.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
22,7,34,27,32.58,11.0,45.75,31.83,20.0,10.0,29.0,20.0,180.0,180.0,180.0,180.0,0.181,0.06111111111111111,0.25416666666666665,0.17683333333333331,0.6731111111111111,95.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
1,24,10,31,0.33,33.0,14.25,44.5,10.0,17.0,10.0,23.0,180.0,180.0,180.0,180.0,0.0018333333333333335,0.18333333333333332,0.07916666666666666,0.24722222222222223,0.5115555555555555,75.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
25,34,4,14,36.0,45.75,4.0,16.25,20.0,25.0,10.0,10.0,180.0,180.0,180.0,180.0,0.2,0.25416666666666665,0.022222222222222223,0.09027777777777778,0.5666666666666667,80.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
16,25,7,4,24.75,42.5,11.0,4.0,12.0,21.0,10.0,10.0,180.0,180.0,180.0,180.0,0.1375,0.2361111111111111,0.06111111111111111,0.022222222222222223,0.45694444444444443,70.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
0,31,16,0,0.0,44.5,20.5,0.0,10.0,23.0,14.0,10.0,180.0,180.0,180.0,180.0,0.0,0.24722222222222223,0.11388888888888889,0.0,0.3611111111111111,70.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
30,14,21,14,33.5,16.25,28.0,22.25,19.0,10.0,16.0,12.0,180.0,180.0,180.0,180.0,0.18611111111111112,0.09027777777777778,0.15555555555555556,0.12361111111111112,0.5555555555555556,75.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
38,37,9,1,66.75,50.33,10.75,0.33,47.0,36.0,10.0,10.0,180.0,180.0,180.0,180.0,0.37083333333333335,0.2796111111111111,0.059722222222222225,0.0018333333333333335,0.712,120.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
26,4,18,14,41.5,5.5,21.25,16.25,20.0,10.0,12.0,10.0,180.0,180.0,180.0,180.0,0.23055555555555557,0.030555555555555555,0.11805555555555555,0.09027777777777778,0.46944444444444444,65.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
14,33,0,24,22.25,46.5,0.0,33.0,12.0,25.0,10.0,18.0,180.0,180.0,180.0,180.0,0.12361111111111112,0.25833333333333336,0.0,0.18333333333333332,0.5652777777777778,80.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
7,42,25,9,11.0,56.5,36.0,12.5,10.0,34.0,21.0,10.0,180.0,180.0,180.0,180.0,0.06111111111111111,0.3138888888888889,0.2,0.06944444444444445,0.6444444444444444,90.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
21,14,26,37,28.0,22.25,41.5,53.25,20.0,16.0,30.0,38.0,180.0,180.0,180.0,180.0,0.15555555555555556,0.12361111111111112,0.23055555555555557,0.29583333333333334,0.8055555555555556,120.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
16,38,4,26,23.0,66.75,4.0,41.5,16.0,48.0,10.0,30.0,180.0,180.0,180.0,180.0,0.12777777777777777,0.37083333333333335,0.022222222222222223,0.23055555555555557,0.7513888888888889,120.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
0,4,37,34,0.0,5.5,50.33,45.75,10.0,10.0,28.0,26.0,180.0,180.0,180.0,180.0,0.0,0.030555555555555555,0.2796111111111111,0.25416666666666665,0.5643333333333334,90.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
16,0,27,1,20.5,0.0,42.33,0.33,10.0,10.0,22.0,10.0,180.0,180.0,180.0,180.0,0.11388888888888889,0.0,0.23516666666666666,0.0018333333333333335,0.3508888888888889,70.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
3,9,2,0,2.0,12.5,2.75,0.0,10.0,14.0,10.0,10.0,180.0,180.0,180.0,180.0,0.011111111111111112,0.06944444444444445,0.015277777777777777,0.0,0.09583333333333334,60.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
